설립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
공립,연현중학교,031-474-1184,경기도 안양시 만안구 석수동 442-5번지,경기도 안양시 만안구 석수로 462,13903,37.4293364555,126.8994827838
공립,호계중학교,031-390-1616,경기도 안양시 동안구 호계동 315-5번지,경기도 안양시 동안구 경수대로665번길 74-23,14082,37.3783744869,126.9517336055
공립,강하중학교,031-772-4067,경기도 양평군 강하면 왕창리 44-1번지,경기도 양평군 강하면 왕창부로길 74-3,12574,37.4825354788,127.4050680467
사립,개군중학교,031-772-8005,경기도 양평군 개군면 부리 453-1번지,경기도 양평군 개군면 추읍로 15,12569,37.4285836608,127.5397969480
공립,국수중학교,031-5175-0902,경기도 양평군 양서면 국수리 330-12번지,경기도 양평군 양서면 대심상심길 13,12582,37.5100958868,127.4009371211
사립,단월중학교,031-773-0263,경기도 양평군 단월면 보룡리 395-13번지,경기도 양평군 단월면 보룡길 83,12529,37.5410723938,127.6725007287
사립,서종중학교,031-773-6032,경기도 양평군 서종면 문호리 687-2번지,경기도 양평군 서종면 북한강로 854,12502,37.6136000206,127.3507864119
사립,양동중학교,031-773-1032,경기도 양평군 양동면 쌍학리 218-1번지,경기도 양평군 양동면 학둔지윗길 47-7,12539,37.4206520970,127.7557084387
사립,양일중학교,031-772-2405,경기도 양평군 양평읍 양근리 148번지,경기도 양평군 양평읍 관문2길 9,12552,37.4943723497,127.4934839509
공립,양평중학교,031-772-2939,경기도 양평군 양평읍 공흥리 714-7번지,경기도 양평군 양평읍 양평중학교길 29,12551,37.4985999067,127.4971264586
사립,용문중학교,031-773-3535,경기도 양평군 용문면 마룡리 663-2번지,경기도 양평군 용문면 용문로 437,12515,37.4918704537,127.5988352445
공립,고림중학교,031-334-9163,경기도 용인시 처인구 고림동 750번지,경기도 용인시 처인구 고림로74번길 30,17151,37.2404506556,127.2184515494
공립,상촌중학교,031-294-6721,경기도 수원시 권선구 금곡동 497-1번지,경기도 수원시 권선구 금곡로73번길 60,16380,37.2761978892,126.9353415682
공립,기산중학교,031-898-7921,경기도 화성시 기산동 469번지,경기도 화성시 동탄지성로 286,18385,37.2191712664,127.0524247962
공립,어람중학교,031-575-0584,경기도 남양주시 오남읍 오남리 358-1번지,경기도 남양주시 오남읍 진건오남로550번길 35,12039,37.6820592540,127.2149196025
공립,잠원중학교,031-895-5004,경기도 수원시 영통구 망포동 223-1번지,경기도 수원시 영통구 태장로 25,16685,37.2392942398,127.0486529657
공립,보라중학교,031-8005-7800,경기도 용인시 기흥구 보라동 614번지,경기도 용인시 기흥구 한보라1로 63,17081,37.2495026642,127.1081736475
공립,솔뫼중학교,031-840-8612,경기도 의정부시 용현동 196번지,경기도 의정부시 시민로 464-14,11796,37.7307871330,127.0824666807
사립,중앙기독중학교,0707-018-1400,경기도 수원시 영통구 원천동 134-3번지,경기도 수원시 영통구 월드컵로 70,16517,37.2753482166,127.0577097055
공립,화성동화중학교,031-227-7566,경기도 화성시 봉담읍 동화리 631번지,경기도 화성시 봉담읍 동화역말길 12,18319,37.2138657736,126.9623033403
공립,고양송산중학교,031-910-1319,경기도 고양시 일산서구 가좌동 1100번지,경기도 고양시 일산서구 가좌2로 15,10210,37.6878597385,126.7220608693
공립,금촌중학교,031-940-2311,경기도 파주시 금릉동 449번지,경기도 파주시 쇠재1길 21,10934,37.7512764623,126.7788127099
공립,논곡중학교,070-7097-1390,경기도 시흥시 논곡동 160-45번지,경기도 시흥시 수인로2421번길 72,14984,37.3888682075,126.8572175818
공립,단원중학교,070-5202-2206,경기도 안산시 단원구 고잔동 431-4번지,경기도 안산시 단원구 단원로 27,15334,37.3278876293,126.8228028443
공립,두일중학교,031-940-6900,경기도 파주시 동패동 1744번지,경기도 파주시 책향기숲길 39,10885,37.7199185013,126.7124101770
공립,비룡중학교,031-678-9340,경기도 안성시 당왕동 536-1번지,경기도 안성시 남파로 116,17570,37.0157512667,127.2627638957
공립,서호중학교,031-293-5207,경기도 수원시 권선구 서둔동 103-22번지,경기도 수원시 권선구 서호로 71,16614,37.2663231313,126.9878594088
공립,석수중학교,070-4322-0975,경기도 안산시 단원구 선부동 646-1번지,경기도 안산시 단원구 선부로 133,15211,37.3429165481,126.8092896537
공립,용천중학교,031-323-6214,경기도 용인시 처인구 이동읍 천리 1132번지,경기도 용인시 처인구 이동읍 백옥대로587번길 54,17129,37.1913352398,127.2009782579
공립,임곡중학교,031-8084-4100,경기도 안양시 동안구 비산동 511-129번지,경기도 안양시 동안구 임곡로 105,13916,37.4086014152,126.9315696291
공립,풍동중학교,031-811-2111,경기도 고양시 일산동구 풍동 1260번지,경기도 고양시 일산동구 숲속마을1로 101,10306,37.6708242380,126.7996282988
공립,안산해양중학교,031-3621-300,경기도 안산시 상록구 사동 1512-3번지,경기도 안산시 상록구 해양로 11,15594,37.2948887201,126.8213274229
공립,안산부곡중학교,031-487-2235,경기도 안산시 상록구 부곡동 693번지,경기도 안산시 상록구 부곡로 15,15317,37.3240135751,126.8587297986
사립,안산중학교,031-482-7532,경기도 안산시 상록구 장상동 10번지,경기도 안산시 상록구 수인로 1981,15204,37.3603945750,126.8741505544
공립,양지중학교,031-489-9711,경기도 안산시 단원구 고잔동 781-2번지,경기도 안산시 단원구 안산천남로 119,15483,37.3047932539,126.8337297734
공립,연성중학교,031-317-3032,경기도 시흥시 하상동 370번지,경기도 시흥시 하상로 14-7,14977,37.3924622467,126.8134896936
공립,와동중학교,031-485-7617,경기도 안산시 단원구 와동 143번지,경기도 안산시 단원구 사세충열로 54,15255,37.3389201877,126.8306738839
공립,원곡중학교,031-599-9701,경기도 안산시 단원구 원곡동 936-1번지,경기도 안산시 단원구 원선로 81,15364,37.3310923797,126.8004014761
공립,원일중학교,031-487-7283,경기도 안산시 단원구 선부동 1062번지,경기도 안산시 단원구 석수로 32,15232,37.3391210459,126.8091663673
공립,장곡중학교,0314817499,경기도 시흥시 장곡동 826번지,경기도 시흥시 장곡로 10,15002,37.3798165355,126.7876599452
공립,중앙중학교,031-8042-2775,경기도 안산시 단원구 고잔동 673-2번지,경기도 안산시 단원구 안산천서로 65,15349,37.3225083825,126.8390925641
공립,함현중학교,031-433-0073,경기도 시흥시 정왕동 1877-4번지,경기도 시흥시 역전로 435,15019,37.3638073616,126.7369374304
공립,공도중학교,031-612-7270,경기도 안성시 공도읍 만정리 418-1번지,경기도 안성시 공도읍 공도로 115-12,17560,37.0022524091,127.1736222307
공립,서운중학교,031-672-9052,경기도 안성시 서운면 인리 67번지,경기도 안성시 서운면 바우덕이로 25,17607,36.9448733701,127.2640844617
공립,안성여자중학교,031-8052-1600,경기도 안성시 봉남동 360번지,경기도 안성시 중앙2길 111,17590,37.0083665722,127.2756905782
공립,안성중학교,031-673-2143,경기도 안성시 금산동 33-12번지,경기도 안성시 금산길 43,17587,37.0133144884,127.2704602538
공립,양성중학교,031-670-7900,경기도 안성시 양성면 동항리 415번지,경기도 안성시 양성면 양성로 51,17502,37.0631491364,127.1958017693
공립,오산원일중학교,"031-378-7311,7313",경기도 오산시 원동 360-8번지,경기도 오산시 오산로132번길 29,18143,37.1397865908,127.0725970914
공립,와우중학교,031-547-8200,경기도 화성시 봉담읍 동화리 238-63번지,경기도 화성시 봉담읍 동화역말길 55-40,18298,37.2191467049,126.9660079210
공립,푸른중학교,031-8015-8708,경기도 화성시 능동 1135번지,경기도 화성시 동탄공원로 21-24,18429,37.2023396668,127.0565809755
공립,향남중학교,031-8059-1014,경기도 화성시 향남읍 행정리 481번지,경기도 화성시 향남읍 행정동로 50,18601,37.1287376856,126.9277929930
공립,광릉중학교,031-570-5533,경기도 남양주시 진접읍 진벌리 611번지,경기도 남양주시 진접읍 진벌로 78-23,12021,37.7428597194,127.2135401883
공립,김포신곡중학교,031-985-1093,경기도 김포시 고촌읍 신곡리 836-3번지,경기도 김포시 고촌읍 수기로 54-20,10129,37.5993636259,126.7649997884
공립,안서중학교,02-6911-4200,경기도 광명시 소하동 883-13번지,경기도 광명시 기아로13번안길 9-9,14326,37.4384713723,126.8827815378
공립,철산중학교,02-2610-4510,경기도 광명시 철산동 558번지,경기도 광명시 철망산로 71,14243,37.4704334584,126.8758918329
공립,하안중학교,02-895-8505,경기도 광명시 하안동 25번지,경기도 광명시 안현로 80-1,14247,37.4673854861,126.8807684750
사립,경화여자중학교,031-799-0400,경기도 광주시 송정동 52-1번지,경기도 광주시 수하길11번길 43,12741,37.4201701325,127.2639238617
공립,광수중학교,031-768-3101,경기도 광주시 퇴촌면 도수리 585번지,경기도 광주시 퇴촌면 도수길23번길 23,12711,37.4736568756,127.3198055961
공립,광일중학교,031-762-5013,경기도 광주시 도척면 노곡리 241-2번지,경기도 광주시 도척면 노곡로 32,12815,37.3037535315,127.3308300306
공립,광주중학교,031-761-2255,경기도 광주시 경안동 45번지,경기도 광주시 경안로42번길 11,12761,37.4096496298,127.2543745976
공립,남한중학교,031-750-4600,경기도 하남시 신장동 367-5번지,경기도 하남시 하남대로802번길 21,12949,37.5427423644,127.2092702561
공립,동부중학교,031-790-9224,경기도 하남시 신평로,,,,
공립,신장중학교,031-794-8238,경기도 하남시 신장동 527-1번지,경기도 하남시 대청로59번길 37,12946,37.5430447835,127.2187665216
공립,탄벌중학교,031-767-2575,경기도 광주시 탄벌동 72-3번지,경기도 광주시 포돌이로 77,12749,37.4130887675,127.2439331225
공립,하남중학교,031-794-6126,경기도 하남시 창우동 521-5번지,경기도 하남시 천현로 113,12955,37.5364567489,127.2229566412
공립,갈뫼중학교,031-400-9004,경기도 의왕시 내손동 785번지,경기도 의왕시 갈미로 61,16041,37.3775057563,126.9748154727
공립,고천중학교,031-458-8624,경기도 의왕시 오전동 413번지,경기도 의왕시 백운로 25,16065,37.3523572636,126.9829848692
공립,연천중학교,031-834-1428,경기도 연천군 연천읍 현가리 51-1번지,경기도 연천군 연천읍 연천로336번길 13,11013,38.1082203173,127.0766659121
공립,전곡중학교,031-832-2224,경기도 연천군 전곡읍 전곡리 396-1번지,경기도 연천군 전곡읍 전은길 21,11025,38.0343050876,127.0711890405
공립,청산중학교,031-835-3485,경기도 연천군 청산면 궁평리 550-1번지,경기도 연천군 청산면 아우라지길 13-32,11020,38.0348374997,127.1075024063
공립,구성중학교,031-289-0340,경기도 용인시 기흥구 마북동 543번지,경기도 용인시 기흥구 연원로42번길 48,16917,37.2999742153,127.1143999213
공립,나곡중학교,031-899-7902,경기도 용인시 기흥구 보라동 559번지,경기도 용인시 기흥구 사은로126번길 83,17079,37.2514034422,127.1245029352
사립,남사중학교,031-332-6007,경기도 용인시 처인구 남사읍 봉무리 435번지,경기도 용인시 처인구 남사읍 내기로 27,17118,37.1165548262,127.1487739943
공립,모현중학교,031-330-3529,경기도 용인시 처인구 모현읍 일산리 540번지,경기도 용인시 처인구 모현읍 문현로189번길 5,17032,37.3437900097,127.2315351337
사립,문정중학교,031-899-1300,경기도 용인시 수지구 풍덕천동 105번지,경기도 용인시 수지구 포은대로 455,16835,37.3227284304,127.0990691014
공립,상갈중학교,031-282-6056,경기도 용인시 기흥구 상갈동 460번지,경기도 용인시 기흥구 금화로82번길 7,17072,37.2664704111,127.1092135883
공립,상현중학교,031-266-7948,경기도 용인시 수지구 상현동 1098번지,경기도 용인시 수지구 광교마을로 61,16942,37.2994372450,127.0709958031
공립,서원중학교,031-8031-1400,경기도 용인시 수지구 상현동 834번지,경기도 용인시 수지구 상현로42번길 26-8,16939,37.3018693524,127.0805956652
공립,성복중학교,031-272-6255,경기도 용인시 수지구 성복동 104-2번지,경기도 용인시 수지구 성복2로78번길 51,16850,37.3197380864,127.0764333151
공립,소현중학교,031-270-6420,경기도 용인시 기흥구 보정동 1170번지,경기도 용인시 기흥구 만현로133번길 96,16930,37.3016177910,127.0937537688
공립,송전중학교,031-8097-2740,경기도 용인시 처인구 이동읍 송전리 692번지,경기도 용인시 처인구 이동읍 경기동로687번길 28-14,17136,37.1404408684,127.2007733483
공립,신길중학교,031-364-3220,경기도 안산시 단원구 신길동 1549번지,경기도 안산시 단원구 신길로 81,15401,37.3370649607,126.7877252326
공립,한빛중학교,031-950-6119,경기도 파주시 야당동 992번지,경기도 파주시 한빛로 56,10908,37.7146418920,126.7547858210
공립,매탄중학교,031-547-1442,경기도 수원시 영통구 매탄동 1353번지,경기도 수원시 영통구 효원로 337,16543,37.2607383817,127.0392662043
공립,운중중학교,031-270-7743,경기도 성남시 분당구 운중동 950번지,경기도 성남시 분당구 운중로 96,13465,37.3912708614,127.0736700865
공립,판교중학교,031-8016-5002,경기도 성남시 분당구 판교동 633번지,경기도 성남시 분당구 판교원로 193,13485,37.3872820477,127.0875873052
공립,가운중학교,031-566-3861,경기도 남양주시 다산동 678번지,경기도 남양주시 가운로2길 74,12267,37.5994402042,127.1566102331
공립,풍양중학교,031-574-9023,경기도 남양주시 진접읍 금곡리 969번지,경기도 남양주시 진접읍 해밀예당1로 109,12055,37.7188544902,127.1909960853
공립,덕풍중학교,031-796-5305,경기도 하남시 덕풍동 760번지,경기도 하남시 덕풍북로71번길 10,12930,37.5537228639,127.1992646286
공립,신양중학교,031-980-8411,경기도 김포시 양촌읍 양곡리 1251번지,경기도 김포시 양촌읍 양곡4로 243,10056,37.6590828943,126.6356423571
공립,용인한빛중학교,031-896-7250,경기도 용인시 수지구 동천동 925번지,경기도 용인시 수지구 동천로 177,16822,37.3372369737,127.0849033829
공립,마송중학교,031-983-6845,경기도 김포시 통진읍 마송리 509번지,경기도 김포시 통진읍 서암로 7,10031,37.6867367658,126.5950026619
공립,이호중학교,031-415-2757,경기도 안산시 상록구 본오동 1214번지,경기도 안산시 상록구 충장로 50,15573,37.2860036655,126.8573151927
공립,세마중학교,031-378-5007,경기도 오산시 세교동 625번지,경기도 오산시 수목원로 559-9,18107,37.1810751248,127.0422627381
공립,충현중학교,070-7525-7300,경기도 광명시 소하동 1388번지,경기도 광명시 서원로 42,14329,37.4303179674,126.8818086295
공립,군포중학교,031-412-3802,경기도 군포시 당동 735번지,경기도 군포시 금당로124번길 19,15838,37.3579627363,126.9449488359
공립,금정중학교,031-688-4100,경기도 군포시 금정동 870-5번지,경기도 군포시 오금로 114,15833,37.3566369405,126.9390529920
공립,도장중학교,031-5183-2300,경기도 군포시 산본동 1145-9번지,경기도 군포시 고산로 460,15866,37.3556590019,126.9268427146
공립,백운중학교,031-8040-7500,경기도 의왕시 포일동 170-1번지,경기도 의왕시 안양판교로 168,16013,37.3904874456,126.9896594084
공립,수리중학교,031-390-4201,경기도 군포시 산본동 1150번지,경기도 군포시 수리산로 139,15819,37.3612430374,126.9185341591
공립,용호중학교,031-398-4361,경기도 군포시 당동 883번지,경기도 군포시 용호2로54번길 14,15876,37.3430164408,126.9446411425
공립,의왕부곡중학교,031-461-3603,경기도 의왕시 월암동 431번지,경기도 의왕시 부곡중학길 61,16101,37.3148338912,126.9570820685
공립,솔빛중학교,031-5183-0005,경기도 화성시 반송동 136번지,경기도 화성시 동탄반석로 83,18443,37.1961956341,127.0722567658
공립,수주중학교,070-7013-2503,경기도 부천시 고강동 277-2번지,경기도 부천시 역곡로 524,14404,37.5313173788,126.8168253976
공립,원미중학교,070-7099-9551,경기도 부천시 원미동 13번지,경기도 부천시 원미로182번길 15,14561,37.4992513560,126.7944913396
공립,까치울중학교,032-242-6500,경기도 부천시 여월동 303번지,경기도 부천시 소사로 647,14485,37.5153268675,126.8013104255
공립,안곡중학교,031-830-2900,경기도 고양시 일산동구 중산동 1709번지,경기도 고양시 일산동구 하늘마을로 93,10310,37.6809778300,126.7868766308
공립,일산중학교,031-839-6900,경기도 고양시 일산서구 일산동 966-50번지,경기도 고양시 일산서구 원일로 53,10348,37.6889153661,126.7672585460
공립,장성중학교,031-929-1821,경기도 고양시 일산서구 대화동 2096번지,경기도 고양시 일산서구 대산로 254,10367,37.6813255093,126.7513541276
공립,저동중학교,031-915-1903,경기도 고양시 일산동구 정발산동 1192번지,경기도 고양시 일산동구 무궁화로 159,10359,37.6707382258,126.7778919881
공립,중산중학교,031-960-6301,경기도 고양시 일산동구 중산동 1575-2번지,경기도 고양시 일산동구 탄중로 361,10332,37.6914216829,126.7834987056
공립,지도중학교,031-830-8000,경기도 고양시 덕양구 화정동 1134번지,경기도 고양시 덕양구 성신로 46,10504,37.6270924837,126.8339797503
공립,한수중학교,031-929-4700,경기도 고양시 일산서구 주엽동 131번지,경기도 고양시 일산서구 주엽로 117,10384,37.6699095287,126.7562198623
공립,호곡중학교,031-929-2500,경기도 고양시 일산서구 탄현동 117-69번지,경기도 고양시 일산서구 탄현로 110,10249,37.7015768454,126.7683817462
공립,화수중학교,031-965-4385,경기도 고양시 덕양구 화정동 855번지,경기도 고양시 덕양구 화수로 47,10473,37.6452235238,126.8349174107
공립,화정중학교,031-930-1900,경기도 고양시 덕양구 화정동 941번지,경기도 고양시 덕양구 화신로 343,10501,37.6349094862,126.8264750686
공립,가림중학교,02-6917-0200,경기도 광명시 하안동 261번지,경기도 광명시 오리로 616,14309,37.4575552323,126.8797301555
공립,광남중학교,02-2617-6071,경기도 광명시 광명동 384-6번지,경기도 광명시 광명로 785,14296,37.4700820277,126.8475436112
공립,광명북중학교,02-2687-3801,경기도 광명시 철산동 59번지,경기도 광명시 시청로 121,14225,37.4876528806,126.8663940361
공립,하안북중학교,02-898-3820,경기도 광명시 하안동 684번지,경기도 광명시 가림로 22,14258,37.4649030296,126.8681465840
공립,광명중학교,02-2684-3669,경기도 광명시 철산동 234-3번지,경기도 광명시 오리로876번길 27,14234,37.4784293023,126.8675689978
공립,소하중학교,02-895-8385,경기도 광명시 소하동 1329번지,경기도 광명시 소하일로 31,14317,37.4481941356,126.8874160623
공립,청운중학교,031-773-9068,경기도 양평군 청운면 용두리 690-4번지,경기도 양평군 청운면 청운로 28,12530,37.5533396654,127.7114410955
공립,강천중학교,031-883-1902,경기도 여주시 강천면 간매리 268-1번지,경기도 여주시 강천면 강문로 594,12616,37.2708818920,127.7124533100
사립,대신중학교,031-883-3881,경기도 여주시 대신면 후포리 258-1번지,경기도 여주시 대신면 여양로 1196,12611,37.3635332357,127.6081188860
사립,세정중학교,031-882-4700,경기도 여주시 세종대왕면 매류리 376-6번지,경기도 여주시 세종대왕면 양화로 697,12641,37.2803036050,127.5639831407
사립,여강중학교,031-884-1470,경기도 여주시 북내면 신접리 200번지,경기도 여주시 북내면 여강로 337-8,12614,37.3294399296,127.6834954453
사립,여주제일중학교,031-882-3303,경기도 여주시 가남읍 심석리 350-1번지,경기도 여주시 가남읍 여주남로 1155-15,12661,37.2051757016,127.5555127450
공립,여주중학교,031-880-8993,경기도 여주시 세종대왕면 왕대리 973번지,경기도 여주시 세종대왕면 농도원1길 78,12643,37.2967907508,127.6209535771
공립,이포중학교,031-882-9526,경기도 여주시 흥천면 계신리 468번지,경기도 여주시 흥천면 이여로 1075,12604,37.3763901551,127.5168294240
공립,점동중학교,031-882-6706,경기도 여주시 점동면 청안리 121번지,경기도 여주시 점동면 청안로 152,12667,37.2059325485,127.6632603774
사립,창명여자중학교,031-882-9195,경기도 여주시 대신면 율촌리 271번지,경기도 여주시 대신면 여양로 1416,12610,37.3754832213,127.5893980383
공립,흥천중학교,031-881-2302,경기도 여주시 흥천면 효지리 163-1번지,경기도 여주시 흥천면 흥천로 308-27,12607,37.3273788076,127.5555122212
공립,군남중학교,031-833-8260,경기도 연천군 군남면 진상리 704-1번지,경기도 연천군 군남면 진상17길 46,11007,38.0673908263,127.0154883092
공립,대광중학교,031-834-8438,경기도 연천군 신서면 도신리 245-1번지,경기도 연천군 신서면 연신로 1127-1,11000,38.1830259643,127.1053955704
공립,청덕중학교,031-282-6214,경기도 용인시 기흥구 청덕동 523번지,경기도 용인시 기흥구 구성1로 23,16914,37.2932107561,127.1451338122
공립,고창중학교,031-8048-6643,경기도 김포시 장기동 1594번지,경기도 김포시 초당로 15,10088,37.6418290261,126.6704243175
공립,시흥능곡중학교,070-7096-7189,경기도 시흥시 능곡동 791번지,경기도 시흥시 능곡로 117,14995,37.3650413533,126.8148237275
공립,시흥매화중학교,031-316-8712,경기도 시흥시 매화동 269번지,경기도 시흥시 매화로 71,14941,37.4131443738,126.8158774215
공립,모락중학교,031-477-7091,경기도 의왕시 오전동 11-4번지,경기도 의왕시 모락로 110,16047,37.3680459035,126.9677777982
공립,은계중학교,070-7097-0471,경기도 시흥시 대야동 642-244번지,경기도 시흥시 대은로111번길 10,15120,37.4471332458,126.8002380366
공립,샛별중학교,031-778-7302,경기도 성남시 분당구 수내동 164-3번지,경기도 성남시 분당구 불정로 288,13601,37.3681504127,127.1298623129
공립,수진중학교,031-697-4107,경기도 성남시 수정구 수진동 4674번지,경기도 성남시 수정구 모란로 55,13312,37.4371130932,127.1236335884
공립,능동중학교,031-8003-7842,경기도 화성시 능동 1082번지,경기도 화성시 동탄원천로 289-17,18433,37.2122370921,127.0614256380
사립,태성중학교,031-323-5312,경기도 용인시 처인구 남동 28번지,경기도 용인시 처인구 백옥대로 1059-2,17063,37.2291812187,127.2101966272
공립,포곡중학교,031-334-6222,경기도 용인시 처인구 포곡읍 전대리 159-4번지,경기도 용인시 처인구 포곡읍 석성로 1176,17023,37.2797226237,127.2213961640
공립,홍천중학교,031-260-8888,경기도 용인시 수지구 신봉동 28-1번지,경기도 용인시 수지구 신봉1로71번길 36,16810,37.3210275698,127.0765728032
사립,경민여자중학교,031-828-7881,경기도 의정부시 가능동 562-1번지,경기도 의정부시 서부로 545,11618,37.7468240687,127.0236699068
사립,경민중학교,031-828-7861,경기도 의정부시 가능동 562-1번지,경기도 의정부시 서부로 545,11618,37.7468240687,127.0236699068
공립,금오중학교,031-847-8201,경기도 의정부시 금오동 341-1번지,경기도 의정부시 금신로 380,11759,37.7499668127,127.0576243334
공립,민락중학교,031-850-7916,경기도 의정부시 민락동 692-10번지,경기도 의정부시 오목로 151,11805,37.7408921666,127.0957347989
공립,발곡중학교,031-826-7525,경기도 의정부시 신곡동 724-3번지,경기도 의정부시 회룡로 185,11733,37.7274301685,127.0542859634
공립,흥덕중학교,031-206-1328,경기도 용인시 기흥구 영덕동 959번지,경기도 용인시 기흥구 흥덕중앙로105번길 10,16951,37.2768075370,127.0797195578
공립,별가람중학교,031-524-9403,경기도 남양주시 별내3로 ,,,,
